species	genus	family	order	class	phylum	superkingdom	LIB-B-pool1_barcode52	LIB-B-pool1_barcode78	LIB-B-pool1_barcode39	LIB-B-pool1_barcode71	LIB-B-pool1_barcode61	LIB-B-pool1_barcode51	LIB-B-pool1_barcode77	LIB-B-pool1_barcode49	LIB-B-pool1_barcode63	LIB-B-pool1_barcode92	LIB-B-pool1_barcode34	LIB-B-pool2_barcode14	LIB-B-pool1_barcode02	LIB-B-pool1_barcode83	LIB-B-pool1_barcode26	LIB-B-pool1_barcode23	LIB-B-pool2_barcode18	LIB-B-pool2_barcode12	LIB-B-pool1_barcode91	LIB-B-pool2_barcode05	LIB-B-pool1_barcode60	LIB-B-pool1_barcode50	LIB-B-pool1_barcode28	LIB-B-pool1_barcode73	LIB-B-pool1_barcode25	LIB-B-pool2_barcode13	LIB-B-pool2_barcode19	LIB-B-pool1_barcode90	LIB-B-pool1_barcode62	LIB-B-pool2_barcode10	LIB-B-pool1_barcode10	LIB-B-pool2_barcode09	LIB-B-pool2_barcode08	LIB-B-pool2_barcode25	LIB-B-pool2_barcode22	LIB-B-pool1_barcode46	LIB-B-pool1_barcode59	LIB-B-pool1_barcode37	LIB-B-pool2_barcode07	LIB-B-pool1_barcode33	LIB-B-pool2_barcode27	LIB-B-pool2_barcode04	LIB-B-pool1_barcode08	LIB-B-pool1_barcode70	LIB-B-pool1_barcode24	LIB-B-pool2_barcode06	LIB-B-pool2_barcode02	LIB-B-pool1_barcode66	LIB-B-pool1_barcode06	LIB-B-pool1_barcode09	LIB-B-pool1_barcode74	LIB-B-pool1_barcode89	LIB-B-pool1_barcode81	LIB-B-pool1_barcode38	LIB-B-pool1_barcode65	LIB-B-pool1_barcode17	LIB-B-pool1_barcode18	LIB-B-pool1_barcode13	LIB-B-pool1_barcode88	LIB-B-pool1_barcode20	LIB-B-pool1_barcode45	LIB-B-pool2_barcode15	LIB-B-pool1_barcode21	LIB-B-pool1_barcode75	LIB-B-pool1_barcode40	LIB-B-pool1_barcode55	LIB-B-pool1_barcode30	LIB-B-pool1_barcode03	LIB-B-pool1_barcode82	LIB-B-pool1_barcode67	LIB-B-pool1_barcode22	LIB-B-pool1_barcode53	LIB-B-pool1_barcode54	LIB-B-pool1_barcode11	LIB-B-pool1_barcode86	LIB-B-pool1_barcode32	LIB-B-pool1_barcode42	LIB-B-pool1_barcode14	LIB-B-pool1_barcode64	LIB-B-pool1_barcode12	LIB-B-pool1_barcode35	LIB-B-pool2_barcode23	LIB-B-pool2_barcode24	LIB-B-pool2_barcode01	LIB-B-pool1_barcode44	LIB-B-pool1_barcode31	LIB-B-pool1_barcode36	LIB-B-pool1_barcode04	LIB-B-pool1_barcode58	LIB-B-pool1_barcode05	LIB-B-pool1_barcode27	LIB-B-pool1_barcode07	LIB-B-pool1_barcode47	LIB-B-pool2_barcode16	LIB-B-pool1_barcode01	LIB-B-pool2_barcode11	LIB-B-pool1_barcode56	LIB-B-pool1_barcode87	LIB-B-pool1_barcode85	LIB-B-pool1_barcode57	LIB-B-pool1_barcode69	LIB-B-pool1_barcode84	LIB-B-pool1_barcode80	LIB-B-pool1_barcode68	LIB-B-pool1_barcode76	LIB-B-pool1_barcode79	LIB-B-pool2_barcode20	LIB-B-pool1_barcode15	LIB-B-pool1_barcode43	LIB-B-pool1_barcode19	LIB-B-pool1_barcode48	LIB-B-pool1_barcode29	LIB-B-pool2_barcode03	LIB-B-pool2_barcode21	LIB-B-pool1_barcode41	LIB-B-pool2_barcode17	LIB-B-pool1_barcode72
Moraxella sp. D30C2A	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria		0.0234062719527233													0.0086831291327377																													0.0464830072870363																																																	0.0008026359271587																						0.0077514543230437	0.0062546402441681	
Moraxella sp. GM2	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria																				0.0448483013580698														0.0035251738729987					0.0012441665349383																			0.0010974658723106																																																								0.0666085709700592			
Moraxella sp. I	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria																																		0.0006112181675001					0.0033420038523802																																																																														
Moraxella sp. Po16h	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.000297935715207																																																																														
Moraxella sp. WPCB001	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																0.0011919913804407																					
Mycolicibacterium mucogenicum	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																															0.0059132720105124																																						
Mycolicibacterium phocaicum	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																															0.0059132720105124																																						
Nakamurella sp. R-36686	Nakamurella	Nakamurellaceae	Nakamurellales	Actinomycetia	Actinobacteria	Bacteria																					0.0068119891008174																																																																																																
Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria																																																			0.0382571732199787																																																																		
Neisseria mucosa	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																																															0.040983606557377						
Neisseria perflava	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																												0.0094339622641509																									
Neisseria sp. R-22841	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																												0.0094339622641509																									
Neobacillus drentensis	Neobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																															0.0046178792552377																																																																						
Nocardioides iriomotensis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																0.0065284007638673																																					
Nocardioides plantarum	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																							0.0278011794439764																																																																																														
Nocardioides sp. BA21	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																																					0.000287651530717																																																																																
Nocardioides sp. MSL 24	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																								0.011357391463638													
Nosocomiicoccus massiliensis	Nosocomiicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria													0.0080116533139111																																																																																												0.0030057610419971												
Nostoc piscinale	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria																				0.0012345680078172																																																																																																	
Nostoc sp. 'Mollenhauer 1:1-108'	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria																				0.0345652572363844																																																																																																	
Nostoc sp. 9S-06	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria																				0.0012370563085129																																																																																																	
Olsenella sp. F0004	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria																																																											0.0001369690689874																																																										
Olsenella sp. oral taxon 807	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria																																																0.0096492980127086											0.0014925073264166																																																										
Olsenella sp. oral taxon 809	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria																																																0.0281323891783778											0.003577448600525																																							0.0333683657383079																			
Oxalobacteraceae bacterium HTCC315		Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria														0.0105099422942422																																																																																																							
Pantoea agglomerans	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																										0.0011357348733152																																																											0.0191049069367478																																
Pantoea anthophila	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																										0.0003040383076818																																																																																											
Paracoccus chinensis	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria						0.0236900915942319																																																								0.0586879086270808																																																							
Paracoccus marinus	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																										0.0006509903185402	0.0068027006928726					0.0022241166739552		0.0009626871776813																		0.0004545172787233		0.0020265267256905								0.0339667919268094																			0.0052374274358437																																0.0077254329831913	0.0100836117283156			
Paracoccus sanguinis	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0603871191931887																																	0.0201656899506313																						
Paracoccus siganidrum	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																			0.008004806209091																																																		
Paracoccus sp. 00069	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0092225470844884																																	0.0201656899506313																						
Paracoccus sp. 10-1-100	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																				0.0008321239331961																											0.0027946521613186																																						
Paracoccus sp. 101	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria				0.0029269534230523																														0.0009367345177699		0.0099502487561466																			0.0094861660079051			0.0228633189225141																																																											
Paracoccus sp. 32738	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0092225470844884																																	0.0201656899506313																						
Paracoccus sp. 39036	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0092225470844884																																	0.0201656899506313																						
Paracoccus sp. B10	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0033380719607538																																																							
Paracoccus sp. CS4	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	0.0014609678444231																			0.0012735404747823														0.0005938971764141																																																														0.0088953829086041																					
Paracoccus sp. CZYN1	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0040929033607764																																	0.0117190459637271																						
Paracoccus sp. IARI-ABL-28	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																			0.0018847429817904																																																		
Paracoccus sp. KKL-A6	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria				0.0159738136054462									0.0087399854333576		0.0099247806101128																							0.001899053918662										0.0016754628466113				0.0176492602215388		0.0763938395145377										0.000742305715754															0.0373674570993669								0.0321964128197588		0.0276872964169381				0.000654508342208																								
Paracoccus sp. KKL-D2	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria				0.0213130278300105									0.0087399854333576		0.0099247806101128																							0.0025536506153527										0.0016754628466113				0.0176492602215388		0.089409126401869										0.000742305715754															0.0373674570993669								0.0321964128197588		0.0276872964169381				0.000654508342208																								
Paracoccus sp. KKL-F12	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0196989082384172																																																			0.0067703630955591				
Paracoccus sp. MC5-8	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																										0.0010605357004348	0.0445247329354459					0.0168652215155901		0.0120531049899437																		0.0015506320520018		0.0118412303357117								0.0206684511485188																			0.0882769013726027													0.0207865168539325																				0.0887687617719451			
Paracoccus sp. PA216	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	0.1455991833357244		0.0033593120128997	0.0510307966405999								0.1011749260917738								0.0048992990313905	0.0388283378746594		0.0387531592249368										0.0101963680115955	0.0107910286047003		0.0051356122613465				0.1281423940302159		0.019090909090909																					1.0																												0.0700883002207505					0.3044229503234685							0.0074603668013677												0.0695737383635472		
Paracoccus sp. R-24615	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria						0.0044013724654599																																																																																																															
Paracoccus sp. R-24617	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria						0.0242926863768426																																																																																																															
Paracoccus sp. S-NB-11	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	0.003500165233828											0.0061345606889414																					0.0101082005163231																																																															0.0329714194181041																					
Paracoccus sp. SS14.12	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria											0.0571478200451624																																																																																																										
Paracoccus sp. TMN-12	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0016202963004078																																																							
Paracoccus sp. YT0095	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria				0.0089081191142784	0.0318124738384261																															0.0139624458353394																0.010906079962148																									0.0117521367521367																																								
Paracoccus sphaerophysae	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																			0.0025037626627442																																		
Paracoccus yeei	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria				0.0040722830236701	0.029510255336961																0.0204359673024523		0.0454928390901432			0.0094513484597928					0.2135777998017839				0.0687907313540912					0.0369441556058474														0.0036984013361966													0.0198019801980198								0.0065709418349963				0.0039421813403416																					0.0585146286571642	0.0625								0.03125								
Pedobacter sp. CO12Nov	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria																																																																																																			0.0147783251210216																		
Peptoniphilus asaccharolyticus	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																										0.0194973888098823																																																											
Peptoniphilus harei	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																																																													0.0016418175363862																								
Peptoniphilus sp. BV3BML2	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																																																																														0.0489864864864864							
Peptoniphilus sp. DNF00192	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																										0.0049776380159297																																																											
Peptoniphilus sp. DNF00840	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																										0.0005353125434072																																																											
Peptoniphilus sp. S4-14	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																										0.0004663184117389																																																											
Peptoniphilus sp. S9 AA1-1	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																										0.0029154273537274																																																											
Phycicoccus duodecadis	Phycicoccus	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																						0.000547927171652																																																																															
Pinus environmental sample		Pinaceae	Pinales	Pinopsida	Streptophyta	Eukaryota																				0.0253514643694841																																																																																																	
Pinus thunbergii	Pinus	Pinaceae	Pinales	Pinopsida	Streptophyta	Eukaryota																				0.0360285803371592																																																																																																	
Piscicoccus intestinalis	Piscicoccus	Dermatophilaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																										0.0044079209675275																																																																																											
Prevotella bivia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																																												0.0202513966480446																																									
Prevotella buccalis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																														0.0219435736677116																																																																							
Prevotella disiens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																				0.0012345679012345												0.0017243502894445																																																																																					
Prevotella sp. BI-42	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																																																														0.015793667773082																							
Prevotella sp. oral clone IK062	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																																																						0.0140845070422534																															
Propionibacterium sp. S3PFS1	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																		0.0113439262406248												0.0071854369733292																																0.0024215549902499																							0.0031009429293101																																0.0213347135846142
Propionibacterium sp. S4-S6	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																		0.0083844160717735																																																																																																			
Propionibacterium sp. V07/12348	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria									0.0202020202020202																																																																																																												
Propionibacterium sp. canine oral taxon 431	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																																		0.0153120046116155																																																																																			
Prosthecobacter vanneervenii	Prosthecobacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria																										0.0014176228237274																																																																																											
Pseudolysinimonas kribbensis	Pseudolysinimonas	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																																																					0.08125																
Pseudomonas baetica	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																		0.0014824379713738					0.0001529334840438								0.0067750769895158																																																																			0.0046460338635654			
Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																										0.0007285467952648	0.009801758115702							0.0009199456047466					0.0003011787251209			0.0184057442138584					0.0065832706672219																						0.0110794364768116																																																
Pseudomonas plecoglossicida	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																		0.0016021839128136																					0.0003407155809778																																																																														
Pseudomonas promysalinigenes	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0003175395821728																																																																														
Pseudomonas putida	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	0.0078462104776712	0.0093633661016508	0.0030748889015909				0.0163988537754821			0.074273370538346		0.1155682500727991						0.0318271953130697	0.0034096485579979					0.0566702442548688		0.0067880797804912	0.0729790763870481					0.0209848188147484		0.0313946010567976	0.0693521272579979				0.2033637416727985			0.0407971768675167					0.0376968872945044					0.0201798345815929												0.0007550478925435					0.0160705166484461						0.1158041565807942							0.0233333333333333	0.0976795231602012	0.012894619831036										0.0030952622199363		0.0421500654760515			0.0251242837323978			0.0069352582857248	0.0040215433693776		0.074901491474672	0.0355555555555555	0.1265732101468129		0.0062395493374327					0.0596669164234147		0.1022968203070188	
Pseudomonas sp. 1/4_O_3	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																											0.0039804836665008							0.0013802433217901					0.0005743597386781								0.0096479133627359																																																																			0.0108314661404915			
Pseudomonas sp. 118A	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0003989758511482																																																																														
Pseudomonas sp. 11c1aug03	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0013806209337493								0.0035916354763941																																				0.0021604763945646													0.0042062449657769											0.0030820373335083										
Pseudomonas sp. 1_1c_1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	0.0070676763851393	0.0418376160736955	0.0130235316426715				0.0348342639063185			0.0301265232335304				0.0069903164470639					0.0149638817743058					0.0198319799912113										0.0057246887582442					0.0079681016327147								0.0044526146810689					0.0082945059568845												0.0014718692547184					0.0324384180879247						0.1925776513347202								0.0072207101362387			0.0082159624413145										0.0019323946619303						0.0100219766028313	0.0140413597854096	0.0029309397325517	0.1367386216096769		0.0031818062248398							0.0056769890501516			
Pseudomonas sp. 2V2F	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0001771121215095																																																																														
Pseudomonas sp. 2zhy	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							0.0036902541370419							0.0084082342775737																																																																																																							
Pseudomonas sp. BSw10041N	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																				0.0003334920421606																																																																	
Pseudomonas sp. CF1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																		0.0025525812487608																					0.0010955859994766																																																																													0.0023047570742613	
Pseudomonas sp. EP_S_29	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																																				0.0023041474654377	
Pseudomonas sp. Fa2	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							0.0530679888723021																			0.0056094059453973	0.0105236448300977							0.0123087768078175					0.0009021201306478			0.0286447581334322					0.0336307378255955					0.0010882422494619														0.0001890905855134			0.0504579841389787						0.027987344852757								0.0028152623219837															0.0068313189700472							0.0818169406899142									0.0248123853478144			
Pseudomonas sp. Hg4-06	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																				0.0135856158107131																																																																	
Pseudomonas sp. LD126	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																														0.0154369586184012																							
Pseudomonas sp. ND9	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																					0.0032967223165509																																																
Pseudomonas sp. Nj-55	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																			0.0033003300330033																																																		
Pseudomonas sp. PHP-1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																											0.0014273657584315										
Pseudomonas sp. R-37908	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																			0.0086828709199804																																																																																		
Pseudomonas sp. RD9PR1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0006631698952616																																																																														
Pseudomonas sp. RW10P3a	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0005333918856031																																																																														
Pseudomonas sp. RW7S1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0003763756829132																																																																														
Pseudomonas sp. S189	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0013416490091921																																												0.0015602703066253																								0.0038351850938118										
Pseudomonas sp. S191	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria												0.0031253178452441																											0.0020043245319455																																												0.0006944238646038																																	0.0053251662146042	
Pseudomonas sp. VBRP11	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																																				0.0048722294008911	
Pseudomonas sp. WJ14	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																											0.0066973372423851																																																0.0086297922321895																																										
Pseudomonas sp. Z64-1zhy	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																					0.0016370874670389																																																
Pseudomonas taiwanensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0001335998063407																																																																														
Pseudonocardia sp. I12A-02602	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	0.0042108130742583																																																																																																																				
Psychrobacillus insolitus	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria													0.030938636444044																																																																																																								
Psychrobacillus psychrodurans	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria													0.0127612907227439																																																																																																								
Rathayibacter sp. A2-81	Rathayibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria															0.005014625992478						0.0163487738419618																																																																																																
Rhizobiales bacterium TP114			Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																										0.0228848988572429																																											
Rhizobium soli	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria						0.0204835460040295																																																														0.0691358024691358																																																	
Rhizobium sp. RM1-2001	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																0.0090154105786738																																					
Rhodobacter sp. 6-2	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																																									0.0013358937964431												
Rhodobacteraceae bacterium SM53		Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0111061295894592																																	0.0187293053448585																						
Rhodococcus sp. FXJ8.139	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																														0.0016891891891891							
Rhodoplanes sp. 303	Rhodoplanes	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																										0.0013975630885582																																																																																											
Rhodopseudomonas sp. SK50-23	Rhodopseudomonas	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																								0.0016545198813236											0.0210585799798312																								0.0068467217169669																																										
Roseomonas aestuarii	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																							0.0052286297593097																																																																														
Roseomonas mucosa	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria												0.1220543970704882																																		0.0342877092119874																0.0014025245441795			0.0026633691619899																																																	0.1056338028169013			
Roseomonas sp. BZ31r	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																																						0.0117101800523361															
Roseomonas sp. BZ44	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria				0.0040722830236701																	0.0163487738419618															0.0113946397047022																			0.0126482213438735																	0.0545694864048338														0.054773082942097														0.059264816204051															0.0548750612444879		
Roseomonas sp. I12B-00351	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																																						0.0138747350093526															
Roseomonas sp. LC108	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																							0.0001712163740421																																																																														
Roseomonas vinacea	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																																						0.117668640262626															
Rothia amarae	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																														0.0327213261863431																0.0425685165990108																																					0.0214440612283653															0.0084653442662844			
Rothia sp. 68I3c	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																														0.0047209678425959																																					0.0082346698229125																		
Rothia sp. UMB 74w	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																														0.0015053280407284																																																							
